exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
AMEX,ZN,2008-10-15,6.19,6.20,5.75,5.87,18100,5.87
AMEX,ZN,2008-10-14,5.80,5.88,5.75,5.78,9300,5.78
AMEX,ZN,2008-10-13,5.99,6.00,5.75,5.80,18300,5.80
AMEX,ZN,2008-10-10,6.10,6.15,5.75,5.80,18300,5.80
AMEX,ZN,2008-10-09,5.89,5.90,5.50,5.75,11000,5.75
AMEX,ZN,2008-10-08,6.10,6.10,5.50,5.80,14600,5.80
AMEX,ZN,2008-10-07,5.75,5.97,5.60,5.60,11500,5.60
AMEX,ZN,2008-10-06,6.00,6.03,5.75,5.75,18300,5.75
AMEX,ZN,2008-10-03,6.00,6.01,5.80,6.00,5000,6.00
AMEX,ZN,2008-10-02,6.00,6.24,5.96,5.96,22200,5.96
AMEX,ZN,2008-10-01,6.24,6.24,6.00,6.00,5200,6.00
AMEX,ZN,2008-09-30,6.24,6.24,5.96,6.19,4800,6.19
AMEX,ZN,2008-09-29,6.01,6.35,5.96,5.97,18600,5.97
AMEX,ZN,2008-09-26,6.23,6.25,6.00,6.25,9100,6.25
AMEX,ZN,2008-09-25,5.76,6.24,5.76,6.10,20000,6.10
AMEX,ZN,2008-09-24,5.99,6.00,5.77,5.90,8900,5.90
AMEX,ZN,2008-09-23,5.84,6.00,5.55,5.86,4900,5.86
AMEX,ZN,2008-09-22,6.00,6.00,5.75,5.75,7900,5.75
AMEX,ZN,2008-09-19,5.76,6.00,5.75,6.00,8900,6.00
AMEX,ZN,2008-09-18,5.66,6.00,5.56,5.92,10000,5.92
AMEX,ZN,2008-09-17,5.31,5.65,5.29,5.50,7200,5.50
AMEX,ZN,2008-09-16,5.07,5.40,5.07,5.40,6200,5.40
AMEX,ZN,2008-09-15,5.31,5.80,5.31,5.56,9500,5.56
AMEX,ZN,2008-09-12,5.24,5.80,5.21,5.80,15400,5.80
AMEX,ZN,2008-09-11,5.14,5.60,5.14,5.17,16600,5.17
AMEX,ZN,2008-09-10,5.99,5.99,5.60,5.60,14400,5.60
AMEX,ZN,2008-09-09,5.98,5.99,5.80,5.98,6600,5.98
AMEX,ZN,2008-09-08,6.03,6.08,5.77,5.78,10100,5.78
AMEX,ZN,2008-09-05,5.99,6.00,5.90,5.90,1700,5.90
AMEX,ZN,2008-09-04,5.90,6.00,5.85,5.85,4400,5.85
AMEX,ZN,2008-09-03,5.91,5.91,5.85,5.85,4000,5.85
AMEX,ZN,2008-09-02,6.00,6.05,5.95,5.98,10000,5.98
AMEX,ZN,2008-08-29,5.99,6.00,5.90,5.99,4600,5.99
AMEX,ZN,2008-08-28,5.95,5.95,5.90,5.90,16200,5.90
AMEX,ZN,2008-08-27,5.99,6.00,5.85,5.90,11300,5.90
AMEX,ZN,2008-08-26,5.99,5.99,5.85,5.85,6300,5.85
AMEX,ZN,2008-08-25,6.10,6.22,5.90,5.95,16200,5.95
AMEX,ZN,2008-08-22,5.91,6.24,5.90,6.05,8400,6.05
AMEX,ZN,2008-08-21,6.22,6.22,6.00,6.15,1100,6.15
AMEX,ZN,2008-08-20,6.08,6.25,6.05,6.06,3600,6.06
AMEX,ZN,2008-08-19,6.00,6.05,6.00,6.05,1400,6.05
AMEX,ZN,2008-08-18,6.00,6.20,5.95,6.19,11800,6.19
AMEX,ZN,2008-08-15,6.05,6.17,5.95,5.99,18600,5.99
AMEX,ZN,2008-08-14,6.10,6.20,6.10,6.18,1600,6.18
AMEX,ZN,2008-08-13,6.48,6.48,6.19,6.25,6800,6.25
AMEX,ZN,2008-08-12,5.97,6.15,5.97,6.10,10800,6.10
AMEX,ZN,2008-08-11,6.11,6.28,6.05,6.05,24900,6.05
AMEX,ZN,2008-08-08,6.40,6.40,6.30,6.40,11300,6.40
AMEX,ZN,2008-08-07,6.34,6.50,6.34,6.50,5000,6.50
AMEX,ZN,2008-08-06,6.50,6.50,6.40,6.42,2500,6.42
AMEX,ZN,2008-08-05,6.50,6.50,6.45,6.45,18200,6.45
AMEX,ZN,2008-08-04,6.65,6.65,6.45,6.45,8300,6.45
AMEX,ZN,2008-08-01,6.54,6.58,6.50,6.58,6800,6.58
AMEX,ZN,2008-07-31,6.40,6.55,6.40,6.48,10900,6.48
AMEX,ZN,2008-07-30,6.50,6.50,6.44,6.50,12600,6.50
AMEX,ZN,2008-07-29,6.26,6.55,6.26,6.50,7300,6.50
